,Event,Xintent,Xemotion,Otheremotion
2796,PersonX ставит персоны ___ вокруг PersonZ,"[""персоны и personz уживаться""]","[""надежды"", ""радостный""]","[""принуждение"", ""неловко""]"
2797,PersonX оставляет ___ в руках у персоны,"[""гордиться"", ""чтобы избавить себя от работы""]","[""гордый""]","[""ответственный""]"
2798,PersonX использует ___ объяснять,"[""чтобы получить свою точку зрения""]","[""listend к""]","[""образование""]"
2799,PersonX использует ___ объяснять,"[""обучать других"", ""помочь им понять""]","[""знающих"", ""совершенные""]","[""нет""]"
2800,PersonX представлена органами PersonX-это ___,"[""быть послушным""]","[""верный""]","[""нет""]"
2801,PersonX представлена органами PersonX-это ___,"[""чтобы угодить Богу жертву""]","[""они делают работу господа""]","[""изумлен при виде приносится""]"
2802,PersonX держит ___ обратно,"[""чтобы быть полезным""]","[""устал"", ""хорошо"", ""как он помог""]","[""придержали""]"
2803,PersonX бросает PersonZ по ___ вокруг персоны,"[""чтобы утешить персоны""]","[""как хороший друг""]","[""утешение""]"
2804,PersonX бросает PersonZ по ___ вокруг персоны,"[""нет""]","[""позитив""]","[""веселый""]"
2805,Отходы PersonX персоны ПО ___ с живыми,"[""вещи в себе"", ""что есть персоны"", ""выжить несмотря ни на что""]","[""его действия были оправданы"", ""персоны был слишком слаб, чтобы защитить себя"", ""он сделал то, что должен был сделать, чтобы выжить""]","[""personx-преступник"", ""они плохо относятся"", ""доверять нельзя никому""]"
2806,Отходы PersonX персоны ПО ___ с живыми,"[""использовать доступные вещи""]","[""немного виноватой""]","[""нет""]"
2807,PersonX штаммов каждые ___,"[""раздвинуть границы""]","[""исчерпаны""]","[""нет""]"
2808,PersonX штаммов каждые ___,"[""чтобы подтолкнуть свои пределы"", ""быть трудяга""]","[""устал"", ""исчерпана""]","[""нет""]"
2809,PersonX понимает персоны по ___ лучше,"[""чтобы получить хорошую оценку о персоны""]","[""удовлетворить и рад""]","[""лучше знать""]"
2810,PersonX причины ___ в животных,"[""чтобы создать проблемы помогают ошибочно""]","[""недовольны,не удовлетворены""]","[""сердиться,чувствовать себя худшим""]"
2811,PersonX причины ___ в животных,"[""быть жестоким к другим существам""]","[""страшный"", ""уродливый внутри"", ""безнадежный""]","[""нет""]"
2812,PersonX достигает в длину___,"[""для измерения""]","[""хороший""]","[""нет""]"
2813,PersonX достигает в длину___,"[""объект""]","[""счастлив""]","[""нет""]"
2814,PersonX проводит ___ обучения,"[""выпускник""]","[""выполнена""]","[""нет""]"
2815,PersonX проводит ___ обучения,"[""быть знающим""]","[""счастье""]","[""нет""]"
2816,PersonX чувствует каждый ___,"[""нет""]","[""связано с этим человеком""]","[""так же соединяются""]"
2817,PersonX платит другой ___,"[""человек""]","[""хорошо""]","[""нет""]"
2818,PersonX платит другой ___,"[""навестить человека""]","[""счастье""]","[""нет""]"
2819,PersonX учит ___ в университете,"[""продолжить карьеру""]","[""нужно"", ""образованный""]","[""осознанное""]"
2820,PersonX сохраняет каждые ___,"[""быть обеспеченным""]","[""спасибо""]","[""нет""]"
2821,PersonX сохраняет каждые ___,"[""герой"", ""будь внимательный"", ""заботливый""]","[""благородный"", ""дружелюбный"", ""добрый""]","[""нет""]"
2822,PersonX сохраняет PersonX-это ___ от разрушения,"[""защищать"", ""помогать""]","[""счастье"", ""гордость и радость""]","[""защищенные"", ""они спасли""]"
2823,PersonX сохраняет PersonX-это ___ от разрушения,"[""быть хорошим человеком""]","[""надеюсь, что все в порядке""]","[""экстатической""]"
2824,PersonX сохраняет PersonX-это ___ от разрушения,"[""чтобы помогать другим"", ""быть героем""]","[""как спаситель"", ""заботливый""]","[""освобожденных""]"
2825,PersonX превышает в диаметре___,"[""нет""]","[""стыдно""]","[""нет""]"
2826,PersonX козни от ___,"[""время""]","[""счастье""]","[""нет""]"
2827,PersonX выражает PersonX-это _ _ _ _ _ _ к людям,"[""уважение""]","[""счастье""]","[""счастливая""]"
2828,PersonX выражает PersonX-это _ _ _ _ _ _ к людям,"[""оценить все""]","[""спасибо""]","[""нет""]"
2829,PersonX выражает PersonX-это _ _ _ _ _ _ к людям,"[""поделиться своей точкой зрения""]","[""достоверные""]","[""заверил""]"
2830,PersonX-это просто еще один ___,"[""нет""]","[""третировали"", ""неважно""]","[""нет""]"
2831,PersonX-это просто еще один ___,"[""один человек взять другой путь""]","[""счастье""]","[""нет""]"
2832,PersonX тратит ___ изучение,"[""экономии""]","[""экономия используется для fuchar""]","[""нет""]"
2833,PersonX тратит ___ изучение,"[""чтобы узнать много вещей""]","[""пресыщенный"", ""довольный""]","[""нет""]"
2834,PersonX отправляет персоны ПО ___ в школу,"[""быть ответственным"", ""способствовать воспитанию семьи""]","[""удовлетворен"", ""содержание""]","[""облегчение"", ""благодарности""]"
2835,PersonX отправляет персоны ПО ___ в школу,"[""чтобы убедиться, что они учатся""]","[""ответственный""]","[""присматривают""]"
2836,PersonX отправляет персоны ПО ___ в школу,"[""дети идут в школу""]","[""рад, что они пошли в школу""]","[""образование""]"
2837,PersonX учит ___ лет,"[""быть верным своим обязательствам""]","[""послушный""]","[""доверяя""]"
2838,PersonX учит ___ лет,"[""ясно""]","[""для письменного экзамена хорошо""]","[""нет""]"
2839,PersonX оказывает ___ для страны PersonX это,"[""в поддержку страны""]","[""патриоты""]","[""гордый""]"
2840,PersonX оказывает ___ для страны PersonX это,"[""чтобы быть хорошим лидером""]","[""успешный""]","[""заботу"", ""поддержал""]"
2841,PersonX оказывает ___ для страны PersonX это,"[""расширить свой бизнес"", ""на помощь""]","[""надежды"", ""довольный""]","[""унимается""]"
2842,PersonX использует ___ для достижения,"[""чтобы добиться чего-то""]","[""выполнена""]","[""нет""]"
2843,PersonX использует ___ для достижения,"[""чтобы закончить задачу""]","[""установлено""]","[""нет""]"
2844,PersonX совершает другое ___,"[""быть проходимцем""]","[""плохого о себе""]","[""нет""]"
2845,PersonX отходов ___ говорите,"[""бежать быстро""]","[""счастье""]","[""нет""]"
2846,PersonX уничтожает все ___,"[""портить вещи""]","[""отчаяние""]","[""нет""]"
2847,PersonX обеспечивает ___ к клиентам,"[""работа""]","[""хорошо""]","[""нет""]"
2848,PersonX обеспечивает ___ к клиентам,"[""чтобы быть полезным для своих клиентов""]","[""об обязании""]","[""как правило, после""]"
2849,PersonX использует ___ чтобы сделать,"[""чтобы использовать правильные инструменты""]","[""умный""]","[""нет""]"
2850,PersonX использует ___ чтобы сделать,"[""чтобы закончить все побыстрее""]","[""выполнил"", ""довольный""]","[""нет""]"
2851,PersonX защищает с ___,"[""герой"", ""сильная мужественная защитница"", ""помощь другим людям""]","[""гордый"", ""сильный"", ""выполнена""]","[""счастье"", ""благодарен"", ""изумленный""]"
2852,PersonX защищает с ___,"[""быть осторожным"", ""быть безопасным""]","[""защищенные"", ""умные""]","[""нет""]"
2853,PersonX бросает PersonX-это ___ на Персоны,"[""чтобы выразить чувства вины""]","[""подтвержденным""]","[""смотрели""]"
2854,PersonX поворачивает ___ в сторону,"[""потока""]","[""спокойный""]","[""нет""]"
2855,PersonX поворачивает ___ в сторону,"[""довольные, счастливые, хорошо""]","[""счастье""]","[""нет""]"
2856,PersonX медведи ___ на самом деле,"[""терпеть""]","[""ответственный""]","[""счастливая""]"
2857,PersonX медведи ___ на самом деле,"[""Познай истину""]","[""великий""]","[""нет""]"
2858,PersonX медведи ___ на самом деле,"[""все""]","[""великий""]","[""нет""]"
2859,PersonX несет другой ___,"[""нет""]","[""горячая"", ""счастье""]","[""нет""]"
2860,PersonX спасибо ___ для дачи,"[""хорошо""]","[""счастье""]","[""нет""]"
2861,PersonX спасибо ___ для дачи,"[""в благодарность за своевременную помощь""]","[""счастливый и довольный""]","[""нет""]"
2862,PersonX спасибо ___ для дачи,"[""спасибо""]","[""спасибо""]","[""оценили""]"
2863,PersonX достигает ___ путем,"[""старался вернуться""]","[""счастлив,наслаждался""]","[""нет""]"
2864,PersonX достигает ___ путем,"[""быть под контролем""]","[""доминирующей""]","[""контролируемых""]"
2865,PersonX добавляет ___ к огню,"[""чтобы было теплее""]","[""счастье""]","[""нет""]"
2866,PersonX добавляет ___ к огню,"[""держать огонь""]","[""теплый""]","[""нет""]"
2867,PersonX добавляет ___ к огню,"[""чтобы быть полезным""]","[""полезная""]","[""спасибо""]"
2868,PersonX ведет другой ___,"[""чтобы все изменилось к лучшему""]","[""успешный""]","[""представлен""]"
2869,PersonX ведет другой ___,"[""банда""]","[""хорошо""]","[""нет""]"
2870,PersonX сохраняет персоны-это ___ от разрушения,"[""быть хорошим другом""]","[""хорошо""]","[""спасибо""]"
2871,PersonX сохраняет персоны-это ___ от разрушения,"[""чтобы помогать другим"", ""быть героем""]","[""радостный"", ""счастливый"", ""героический""]","[""очень счастлив"", ""поражен"", ""благодарны""]"
2872,PersonX сохраняет персоны-это ___ от разрушения,"[""для спасения жизней"", ""спасти имущество""]","[""героическая""]","[""безопасный"", ""благодарен"", ""благодарность""]"
2873,PersonX держит читателя с ___,"[""держать публику""]","[""как хорошо проделанную работу"", ""радость""]","[""как герои книги являются реальными"", ""как книга никогда не должна заканчиваться""]"
2874,PersonX держит читателя с ___,"[""внимание"", ""быть замеченным""]","[""проверенные""]","[""нет""]"
2875,PersonX определяет лицо с ___,"[""выяснить информацию о другом человеке"", ""знаю о заявителе работа""]","[""удовлетворен"", ""знать"", ""хорошо""]","[""нет""]"
2876,Акции PersonX персоны по ___ С кем-то,"[""опыт персоны, что есть""]","[""счастлив поделиться опытом""]","[""человек y рады поделиться опытом""]"
2877,Акции PersonX персоны по ___ С кем-то,"[""этот человек стремиться терапии""]","[""они сделали негласное доброе дело""]","[""больно сначала, но вырос на поддержку""]"
2878,Акции PersonX персоны по ___ С кем-то,"[""чтобы помочь человеку г"", ""больно человек Y"", ""чтобы помочь кому-то""]","[""облегчение"", ""виновен"", ""депрессия""]","[""кинули"", ""депрессия"", ""извините""]"
2879,PersonX осмысляет ___ в путь,"[""понять"", ""объяснить, что разрешено""]","[""безопасный"", ""знающий""]","[""нет""]"
2880,PersonX присоединяется еще один ___,"[""участвовать"", ""участвовать""]","[""удовлетворен"", ""выполнил""]","[приветствуя""""]"
2881,PersonX мешает ___ от побега,"[""чтобы быть сильным"", ""для управления""]","[""сильный"", ""доминант""]","[""нет""]"
2882,PersonX мешает ___ от побега,"[""чтобы быть полезным""]","[""полезная""]","[""спасибо""]"
2883,PersonX мешает ___ от побега,"[""чтобы обеспечить пришельцев из прыжка стена""]","[""счастлив,сильные,гордые""]","[""нет""]"
2884,PersonX строит PersonX-это ___ на скале,"[""быть на пике"", ""уникальные""]","[""круто"", ""счастливый""]","[""нет""]"
2885,PersonX строит PersonX-это ___ на скале,"[""чтобы сделать дом должен быть сильным""]","[""хорошо""]","[""нет""]"
2886,PersonX строит PersonX-это ___ на скале,"[""быть собственный дом""]","[""счастливо""]","[""нет""]"
2887,PersonX ставит ___ в перспективе,"[""учиться""]","[""квалифицированным""]","[""нет""]"
2888,PersonX ставит ___ в перспективе,"[""чтобы ясно видеть""]","[""он смотрит объективно на дело""]","[""нет""]"
2889,PersonX любит PersonX ПО ___ в качестве органов по PersonX,"[""хвастовства"", ""восхищение""]","[""уверенный"", ""довольный""]","[""нет""]"
2890,PersonX в силу PersonX сделать___,"[""что-то очень плохое""]","[""нуждающимся""]","[""нет""]"
2891,PersonX в силу PersonX сделать___,"[""установлено""]","[""мотивированных""]","[""нет""]"
2892,PersonX работ по PersonX ___ в школе,"[""быть независимым""]","[""ответственный""]","[""нет""]"
2893,PersonX точно описывает ___,"[""чтобы было понятно в объяснение"", ""понимание полностью""]","[""выполнена"", ""хорошо о себе""]","[""информативный"", ""знающий""]"
2894,PersonX точно описывает ___,"[""чтобы передать сообщение""]","[""уверенный""]","[""счастливая""]"
2895,PersonX свершает бог с ___,"[""чтобы чувствовать себя удовлетворенным""]","[""великий""]","[""нет""]"
2896,PersonX свершает бог с ___,"[""быть спасенным"", ""отчитываться""]","[""религиозные"", ""спас""]","[""нет""]"
2897,PersonX свершает бог с ___,"[""магия""]","[""довольный""]","[""нет""]"
2898,PersonX заполняет персоны в ___ с водой,"[""чтобы быть полезным""]","[""полезная""]","[""спасибо""]"
2899,PersonX рассматриваются кратко ___,"[""быстро изучить что-то""]","[""любопытный""]","[""нет""]"
2900,PersonX рассматриваются кратко ___,"[""понимание""]","[""квалифицированным""]","[""нет""]"
2901,PersonX тратит _ только__,"[""нет""]","[""одинокая""]","[""нет""]"
2902,PersonX тратит _ только__,"[""нет""]","[""одиночество"", ""он чувствует печаль""]","[""нет""]"
2903,PersonX теряет ___ времени,"[""нет""]","[""перепутал"", ""знать"", ""нервный""]","[""нет""]"
2904,PersonX теряет ___ времени,"[""нет""]","[""за его задачи""]","[""нет""]"
2905,PersonX вытирает ___ от чела PersonX по,"[""быть хорошим человеком"", ""убрать другого человека"", ""чтобы быть полезным""]","[""счастье"", ""fufilled"", ""замечательный""]","[""рада"", ""благодарен"", ""теплый""]"
2906,PersonX вытирает ___ от чела PersonX по,"[""более удобные""]","[""рельеф"", ""устал""]","[""нет""]"
2907,PersonX теряет то___,"[""нет""]","[""слабая""]","[""нет""]"
2908,PersonX теряет то___,"[""нет""]","[""завалили""]","[""нет""]"
2909,PersonX теряет то___,"[""нет""]","[""скептически"", ""неуверенный""]","[""нет""]"
2910,PersonX избавляет пациента ___,"[""проблемы""]","[""удовлетворение""]","[""счастливая""]"
2911,PersonX избавляет пациента ___,"[""чтобы другим комфортным""]","[""весьма удовлетворены""]","[""высокомотивированных""]"
2912,PersonX стремится ___ от других,"[""чтобы получить ввод от других""]","[""довольный""]","[""полезная""]"
2913,PersonX любит ___ много,"[""быть ласковым""]","[""ласковая""]","[""любит""]"
2914,PersonX любит ___ много,"[""быть хорошим""]","[""очень счастливы""]","[""нет""]"
2915,PersonX обеспечивает ___ с доступом,"[""своих сотрудников, чтобы извлечь выгоду из вновь открытого здания""]","[""счастливая и ласковая""]","[""также счастливы и довольны""]"
2916,PersonX обеспечивает ___ с доступом,"[""быть добрым""]","[""полезная""]","[""спасибо""]"
2917,PersonX обеспечивает ___ с доступом,"[""чтобы быть полезным""]","[""полезная""]","[""содействие""]"
2918,PersonX знает ___ лично,"[""быть хорошим""]","[""быть хорошим""]","[""быть хорошим""]"
2919,PersonX знает ___ лично,"[""нет""]","[""ближе""]","[""нет""]"
2920,PersonX знает ___ лично,"[""нет""]","[""важными""]","[""нет""]"
2921,PersonX представляет каждые ___,"[""быть голосом для людей""]","[""успешный"", ""выполнена""]","[""уважаемых""]"
2922,PersonX платит PersonX-это ___ к царю,"[""чтобы передать сообщение""]","[""ответственный""]","[""отягченную""]"
2923,PersonX платит PersonX-это ___ к царю,"[""уважение""]","[""счастье""]","[""оценили""]"
2924,PersonX платит PersonX-это ___ к царю,"[""нет""]","[""покорных""]","[""нет""]"
2925,PersonX читает сначала___,"[""читает-го первый""]","[""счастье""]","[""нет""]"
2926,PersonX читает сначала___,"[""чтобы иметь хорошее представление об этом""]","[""он имеет представление об этом""]","[""нет""]"
2927,PersonX считает ___ в свете,"[""изучить возможности""]","[""внимательный""]","[""счастливая""]"
2928,PersonX рисует ___ вместе,"[""хочу""]","[""прекрасный""]","[""нет""]"
2929,PersonX рисует ___ вместе,"[""чтобы принести гармонию"", ""чтобы избежать конфликтов""]","[""хорошо о себе"", ""доволен"", ""счастлив мир и порядок""]","[""счастливы о лидерстве"", ""довольны единство""]"
2930,PersonX рисует ___ вместе,"[""людей, чтобы соединиться друг с другом""]","[""выполнена""]","[""подключен""]"
2931,PersonX знает ___ достаточно,"[""раздел""]","[""хорошо""]","[""нет""]"
2932,Укусы PersonX PersonX по ___ чтобы сохранить,"[""чтобы не сказать что-то"", ""чтобы не делать что-то""]","[""разочарование"", ""несчастная"", ""тревожный""]","[""нет""]"
2933,PersonX любит персоны по ___ недешево,"[""нет""]","[""любовь"", ""счастье"", ""содержание""]","[""любил"", ""хотела""]"
2934,PersonX любит персоны по ___ недешево,"[""чтобы показать признательность""]","[""счастлив"", ""рад""]","[""любят"", ""ценят""]"
2935,PersonX любит персоны по ___ недешево,"[""быть прикрепленным с ними""]","[""счастье""]","[""счастье"", ""гнев"", ""ревность""]"
2936,PersonX разрезает ___ в двух,"[""нет""]","[""отчаянные и грустно за убийство человека""]","[""страшно об этом кровавом событии""]"
2937,PersonX разрезает ___ в двух,"[""овощи""]","[""спокойный""]","[""нет""]"
2938,PersonX мест ___ о бок,"[""выполнить необходимость"", ""чувство порядка""]","[""изобилие"", ""санитарка"", ""готов приступить""]","[""нет""]"
2939,PersonX мест ___ о бок,"[""организация""]","[""хорошо""]","[""нет""]"
2940,PersonX будет быстро ___,"[""дружить, дружить""]","[""дружелюбный, счастливый, приятный""]","[""счастливые, позитивные, благодарные""]"
2941,PersonX будет быстро ___,"[""быть социальным""]","[""великий""]","[""теперь""]"
2942,PersonX приходит позднее___,"[""я шляпу эту минут спустя""]","[""несчастная""]","[""нет""]"
2943,PersonX приходит позднее___,"[""чтобы иметь больше времени вне""]","[""устали""]","[""нет""]"
2944,PersonX любит ___ с сердцем PersonX по,"[""быть любимым""]","[""любит""]","[""любит""]"
2945,PersonX любит ___ с сердцем PersonX по,"[""чтобы показать свою любовь и привязанность""]","[""счастье""]","[""счастливая""]"
2946,PersonX любит ___ с сердцем PersonX по,"[""чтобы показать гордость государства""]","[""высокий"", ""гордый"", ""как personx принадлежит к чему-то большему""]","[""нет""]"
2947,PersonX чувствует ___ лучше,"[""нет""]","[""лучшее""]","[""нет""]"
2948,PersonX чувствует ___ лучше,"[""нет""]","[""плохо""]","[""нет""]"
2949,PersonX жизни ___ в то время,"[""живет сегодняшним днем""]","[""успеха""]","[""нет""]"
2950,PersonX ходит _ только__,"[""путешествие по себе""]","[""счастье""]","[""нет""]"
2951,PersonX ходит _ только__,"[""счастлив, потому что кино было""]","[""хорошо""]","[""нет""]"
2952,PersonX мешает ___ от голосования,"[""сила""]","[""полномочиями""]","[""слабая""]"
2953,PersonX мешает ___ от голосования,"[""чтобы повлиять на выборы"", ""его сторону, чтобы выиграть""]","[""хорошо""]","[""расстроен"", ""бесправный""]"
2954,PersonX оставляет ___ позади,"[""чтобы показать, что он сердится на него"", ""в спешке""]","[""сожаление""]","[""бешеный""]"
2955,PersonX оставляет ___ позади,"[""вернуться снова""]","[""выполнена""]","[""нет""]"
2956,PersonX продает персоны по ___ На рынке,"[""деньги""]","[""хорошо""]","[""хорошо""]"
2957,PersonX продает персоны по ___ На рынке,"[""быть хорошим работником""]","[""добрый тяжелая работа""]","[""выполнена""]"
2958,PersonX счету ___ за Христа,"[""на""]","[""духовные""]","[""нет""]"
2959,PersonX счету ___ за Христа,"[""потери за Христа""]","[""Йоп сделал""]","[""нет""]"
2960,Сил PersonX PersonX-это ___ на Персоны,"[""доминирующей""]","[""могущественный""]","[""издеваются""]"
2961,Сил PersonX PersonX-это ___ на Персоны,"[""следовать его мнению все""]","[""злые и уставшие, потому что он заставляет других следовать""]","[""злой и тревоги""]"
2962,PersonX посещений персоны мать с ___,"[""чтобы быть поближе к матери персоны в""]","[""теплый""]","[""нет""]"
2963,PersonX посещений персоны мать с ___,"[""чтобы увидеть семью""]","[""социальная"", ""теплый""]","[""нет""]"
2964,PersonX посещений персоны мать с ___,"[""чтобы увидеть персоны матерью в гости"", ""чтобы показать свое почтение могилы"", ""поговорить с соратниками персоны мать""]","[""рад, что увидел персоны матери"", ""хорошо о отдав почести"", ""рад, что побывал с другими""]","[""менее одиноким на наличие у посетителя"", ""хорошо, что они посетили""]"
2965,PersonX начинается ___ заново,"[""новое начало""]","[""обновленный""]","[""нет""]"
2966,PersonX начинается ___ заново,"[""жить каждый день как последний""]","[""мир""]","[""нет""]"
2967,PersonX ставит все PersonX-это ___ в корзину,"[""организация""]","[""компетентный"", ""решительный""]","[""нет""]"
2968,PersonX ставит все PersonX-это ___ в корзину,"[""вкладывать свои ресурсы в одном""]","[""некоторые""]","[""нет""]"
2969,Позже PersonX уклоняется от ___,"[""для будущего планирования""]","[""счастье""]","[""нет""]"
2970,PersonX заполняет ___ со светом,"[""украсить""]","[""хорошо""]","[""нет""]"
2971,PersonX решает нации с ___,"[""чтобы помочь нации""]","[""гордится своей работой""]","[""счастлив, что у X на их стороне""]"
2972,PersonX решает нации с ___,"[""чтобы помочь нации""]","[""удивительных""]","[""хорошо""]"
2973,PersonX возлагает ___ на Персоны,"[""кладет камень на пэрсоны""]","[""счастье""]","[""нет""]"
2974,PersonX возлагает ___ на Персоны,"[""чтобы изматывать персоны"", ""больно персоны""]","[""плохого о себе""]","[""больно"", ""страшно""]"
2975,PersonX возлагает ___ на Персоны,"[""наказать""]","[""раздражение""]","[""расстроен""]"
2976,Качели PersonX открыть ___,"[""счастье""]","[""наслаждаясь""]","[""счастье""]"
2977,Качели PersonX открыть ___,"[""это для детей""]","[""счастье""]","[""нет""]"
2978,PersonX получает ___ от власти,"[""человек obtions деньги""]","[""счастье""]","[""нет""]"
2979,PersonX говорит ___ еще,"[""тщательно""]","[""готовы для получения дополнительной информации""]","[""нет""]"
2980,PersonX тянет ___ за глаза PersonX это,"[""чтобы защитить его или ее глаза"", ""покататься на лыжах""]","[""возбуждение"", ""защищенный""]","[""нет""]"
2981,PersonX тянет ___ за глаза PersonX это,"[""обмануть себя""]","[""возможно, виновен в том, что сделал""]","[""нет""]"
2982,PersonX тянет ___ за глаза PersonX это,"[""чтобы избежать солнечного света""]","[""экранированный""]","[""нет""]"
2983,PersonX ставит персоны-это ___ в слова,"[""содействие персоны с разговором""]","[""полезная""]","[""спасибо""]"
2984,PersonX ставит персоны-это ___ в слова,"[""узнать мысли другого человека"", ""чтобы другие включают""]","[""трогательно"", ""счастливый""]","[""спасибо""]"
2985,PersonX скрывает PersonX-это ___ под спудом,"[""хочет что-то похоронить под спудом"", ""человек х хочет что-то скрыть под спудом""]","[""облегчение"", ""безопасный""]","[""нет""]"
2986,PersonX скрывает PersonX-это ___ под спудом,"[""перестраховаться""]","[""успешный""]","[""нет""]"
2987,PersonX получает ___ от источников,"[""есть несколько видов, прежде чем принимать решение""]","[""решающий"", ""осознанное"", ""готов""]","[""важными"", ""ценный""]"
2988,PersonX проводит ___ обучающихся,"[""для выполнения успеха""]","[""хорошо""]","[""нет""]"
2989,PersonX проводит ___ обучающихся,"[""чтобы узнать больше""]","[""просветленный""]","[""нет""]"
2990,PersonX мешает ___ от вытекания,"[""для сохранения окружающей среды""]","[""рада""]","[""нет""]"
2991,PersonX мешает ___ от вытекания,"[""elecvents течет человека""]","[""благодарность"", ""счастье""]","[""нет""]"
2992,PersonX применяет ___ на проблемы,[формула],"[""счастье""]","[""нет""]"
2993,PersonX платит ___ за эту привилегию,"[""следует отличать""]","[""специальных""]","[""нет""]"
2994,PersonX линяет ___ на этот вопрос,"[""быть умным""]","[""хорошо""]","[""нет""]"
2995,PersonX линяет ___ на этот вопрос,"[""довольны""]","[""хорошо""]","[""нет""]"
2996,PersonX исключает ___ от территорий,"[""чтобы держать их безопасной страны""]","[""успешный""]","[""отверженный""]"
2997,PersonX очищает ___ от,"[""иметь чистую окружающую среду""]","[""доволен, потому что он делает чистую окружающую среду""]","[""нет""]"
2998,PersonX очищает ___ от,"[""чтобы сохранить место в чистоте""]","[""плохо""]","[""счастливая""]"
2999,"PersonX знает, персоны по ___ тщательно","[""чтобы показать навыки""]","[""гордый""]","[""гордый""]"
3000,"PersonX знает, персоны по ___ тщательно","[""позитив""]","[""позитив""]","[""нет""]"
3001,"PersonX знает, персоны по ___ тщательно","[""чтобы быть осведомленным о персоны""]","[""квалифицированным""]","[""хорошо изучено""]"
3002,PersonX носит эти ___ в действие,"[""действие""]",[диаграмма],"[""нет""]"
3003,PersonX носит эти ___ в действие,"[""чтобы быть успешным""]","[""выполнена""]","[""нет""]"
3004,PersonX приносит ___ в фокус,"[""на""]",[целенаправленной],"[""нет""]"
3005,PersonX удары ___ в сердца,"[""причины беспредела & панику среди собственного окружения""]","[""представляется весьма обидным, недружелюбно & мстительный""]","[""боль, страх & тревожишь""]"
3006,PersonX удары ___ в сердца,"[""управлять людьми""]","[""могущественный""]","[""страшно""]"
3007,PersonX удары ___ в сердца,"[""принимать всерьез""]","[""сливают"", ""середина""]","[""страшно"", ""манипулировать""]"
3008,PersonX получает _ только__,"[""заботиться""]","[""лучшее""]","[""нет""]"
3009,PersonX получает _ только__,"[""получает только антибиотики""]","[""счастье""]","[""нет""]"
3010,PersonX держит ___ на месте,"[""быть организованным""]","[""довольный""]","[""нет""]"
3011,PersonX кратко рассматриваются ___,"[""чтобы сделать идеальную работу""]","[""довольный и задумчивый""]","[""нет""]"
3012,PersonX знает ___ лучше,"[""его друзей""]","[""счастье""]","[""нет""]"
3013,PersonX знает ___ лучше,"[""нет""]","[""квалифицированным""]","[""нет""]"
3014,PersonX удары ___ в сердце,"[""устрашающей""]","[""могущественный""]","[""страшно""]"
3015,PersonX удары ___ в сердце,"[""чтобы все боялись""]","[""испытывает радость,удовольствие,наслаждался""]","[""боюсь,больно""]"
3016,PersonX изводит ___,"[""внести свою лепту""]","[""выполнена""]","[""уважаемых""]"
3017,PersonX оставляет ___ в течение нескольких часов,"[""быть пунктуальным"", ""оставить"", ""путешествия""]","[""accopmlished"", ""движение""]","[""нет""]"
3018,PersonX оставляет ___ в течение нескольких часов,"[""хорошо""]","[""хороший""]","[""нет""]"
3019,PersonX оставляет ___ в течение нескольких часов,"[""чтобы убежать от __""]","[""облегчение""]","[""нет""]"
3020,PersonX служит ___ хорошо,"[""нет""]","[""благородный"", ""доверенные""]","[""нет""]"
3021,PersonX служит ___ хорошо,"[""чтобы быть успешным"", ""быть полезным"", ""служить другим""]","[""полезная"", ""почетный"", ""продуктивный""]","[""благодарен"", ""спасибо""]"
3022,PersonX служит ___ хорошо,"[""чтобы присоединиться к армии и работать в стране""]","[""счастливый,довольный,гордый""]","[""нет""]"
3023,PersonX получается PersonX-это ___ в сторону,"[""меняет направление""]","[""нейтральный""]","[""нет""]"
3024,PersonX повышает у студентов ___,"[""способности""]","[""хорошо""]","[""нет""]"
3025,PersonX повышает у студентов ___,"[""чтобы быть хорошим учителем""]","[""довольным собой""]","[""счастлив, что великий учитель""]"
3026,PersonX заказов другая ___,"[""чтобы добавить книги в библиотеку""]","[""образование""]","[""нет""]"
3027,PersonX заказов другая ___,"[""насладиться чем-то""]","[""счастье""]","[""нет""]"
3028,PersonX наборы ___ в порядке,"[""счастлив, потому что кино было""]","[""хорошо""]","[""нет""]"
3029,PersonX наборы ___ в порядке,"[""это сделает вещи мундире""]","[""счастье""]","[""нет""]"
3030,PersonX наборы ___ в порядке,"[""организовать вещи""]","[""в-контроль""]","[""нет""]"
3031,PersonX мониторинг и контроль ___,"[""мне важен этот мониторинг и контроль времени""]","[""счастье""]","[""нет""]"
3032,PersonX мониторинг и контроль ___,"[""быть в курсе"", ""быть под контролем""]","[""мудрый"", ""умный""]","[""нет""]"
3033,PersonX мониторинг и контроль ___,"[""очень Таллент""]","[""для быстрого и безопасного""]","[""нет""]"
3034,PersonX занимает ___ лет,"[""чтобы остаться у власти""]","[""мощный"", ""контроль""]","[""раздражение""]"
3035,PersonX занимает ___ лет,"[""быть ответственным""]","[""почетное""]","[""безопасный""]"
3036,PersonX помогает ___ в этом нуждается,"[""искать людей""]","[""как герой""]","[""благодарны""]"
3037,PersonX помогает ___ в этом нуждается,"[""чтобы быть полезным""]","[""полезная""]","[""нет""]"
3038,PersonX мест ___ на основании,"[""начать на уровне земли""]","[""находчивый""]","[""нет""]"
3039,PersonX служит также___,"[""подавайте хороший пример""]","[""мораль"", ""хорошо""]","[""благодарен"", ""приятно"", ""хорошо""]"
